company_name,company_name_chinese,source,keyword_found,context,url,timestamp
"Zhanjiang Hengxing Special Feed Industrial Co., Ltd.",湛江恒兴特种饲料有限公司,web_search,乙氧喹啉,... 氧基喹啉：0.5％、稻壳粉：11.7％。 所述稻壳粉100％过80目筛。 所述复合微量 ... 湛江粤海饲料有限公司 鲈鱼环保型高效配合饲料. CN101040668A * 2007-04-19 2007 ...,https://patents.google.com/patent/CN101642199A/zh,2025-04-14T10:46:13.391058
"Zhanjiang Hengxing Special Feed Industrial Co., Ltd.",湛江恒兴特种饲料有限公司,web_search,乙氧喹啉,"无锡晶海氨基酸有限公司. 373, 357, 2007GH020026, 抗氧化剂——乙氧基喹啉, 宜兴市天石饲料有限公司. 374, 358, 2007GH020027, 年产2万吨玉米芯载体氯化胆碱（粉剂）, 徐州汉 ...",https://www.most.gov.cn/tztg/200801/P020080129622748050331.xls,2025-04-14T10:46:13.391060
"Zhanjiang Hengxing Special Feed Industrial Co., Ltd.",湛江恒兴特种饲料有限公司,web_search,乙氧喹啉,江阴兴澄特种钢铁有限公司. 381. 2008GH030311 高纯度三甲基溴硅烷. 扬州三友合成 ... 扬州恒鑫特种钢管有限公司. 427. 2008GH030357 特种纸(工业用纸)专用造纸毛毯.,https://most.gov.cn/tztg/200811/P020081120369342340502.pdf,2025-04-14T10:46:13.391063
"Zhanjiang Hengxing Special Feed Industrial Co., Ltd.",湛江恒兴特种饲料有限公司,web_search,乙氧喹啉,"赤峰市恒泰特种钢铸造有限责任公司. 155, 148, 2012GRA40007, 蒙药新药“三味檀香胶囊 ... 泉州亿兴电力有限公司. 639, 618, 2012GRC40006, 电子收银秤（智能溯源秤）NL ...",https://www.most.gov.cn/tztg/201208/W020120817574639530872.xls,2025-04-14T10:46:13.391065
"Zhanjiang Hengxing Special Feed Industrial Co., Ltd.",湛江恒兴特种饲料有限公司,web_search,乙氧喹啉,... 氧体. 材料标准化. 技术委员会. 中国电子科技集团公司. 第九研究所. 4. 20233942-T-333 ... 有限. 公司等. 5. 20233943-T-348. 水路旅客运输服务. 质量要求. 推荐. 修订. GB/ ...,http://www.cacm.org.cn/wp-content/uploads/2024/02/64%E5%8F%B7%E6%96%87%E4%BB%B6-%E5%9B%BD%E5%AE%B6%E6%A0%87%E5%87%86%E5%8C%96%E7%AE%A1%E7%90%86%E5%A7%94%E5%91%98%E4%BC%9A%E5%85%B3%E4%BA%8E%E4%B8%8B%E8%BE%BE2023%E5%B9%B4%E5%9B%BD%E5%AE%B6%E6%A0%87%E5%87%86%E5%A4%8D%E5%AE%A1%E4%BF%AE%E8%AE%A2%E8%AE%A1%E5%88%92%E7%9A%84%E9%80%9A%E7%9F%A5%EF%BC%88%E5%9B%BD%E6%A0%87%E5%A7%94%E5%8F%912023%E3%80%9064%E3%80%91%E5%8F%B7%EF%BC%89.pdf,2025-04-14T10:46:13.391067
"Zhanjiang Hengxing Special Feed Industrial Co., Ltd.",湛江恒兴特种饲料有限公司,web_search,乙氧喹啉,... 有限公司. 2. 2007GH010002 基于识别、调度、仿真的应急管理系统. 北京东方正通科技 ... 饲料科技有限公司. 38. 2007GH020005. 北京望尔生物技术有限公司. 39.,http://www.ctp.gov.cn/hjjh/lxxmgg/201312/ec05867336ff49ea86e1b47d0b2083f2/files/4c577315e9e54bb6a06857dafa487a79.pdf,2025-04-14T10:46:13.391069
"Zhanjiang Hengxing Special Feed Industrial Co., Ltd.",湛江恒兴特种饲料有限公司,web_search,乙氧喹啉,... 1630 100231000036. 伊犁金龙水泥有. 限责任公司. 水泥. 水泥68 万吨. 新疆维吾尔. 自治区伊犁哈. 萨克自治州. 察布查尔县. 察布查尔县. 2008. 2009. 2010. 新疆绿源泉环境.,https://www.mee.gov.cn/gkml/hbb/bgg/201012/W020110119505708823564.pdf,2025-04-14T10:46:13.391071
"Zhanjiang Hengxing Special Feed Industrial Co., Ltd.",湛江恒兴特种饲料有限公司,web_search,乙氧喹啉,"比亚迪汽车工业有限公司(含比亚迪半导体股份有限公司), 半导体与集成电路, 新能源车 ... 吡咯喹啉醌（PQQ）阻断放疗氧化应激反应的作用及机制研究, 未入围复赛, 人才 ...",http://dghrss.dg.gov.cn/attachment/0/297/297720/4295463.xlsx,2025-04-14T10:46:13.391073
"Zhanjiang Hengxing Special Feed Industrial Co., Ltd.",湛江恒兴特种饲料有限公司,web_search,乙氧喹啉,湛江市恒润机械有限公司. 《水产前沿》. 浙江富地机械有限公司. 江苏正昌粮机 ... 如果乙氧基喹. 啉、BHT 等抗氧化剂不能使用，目前. 是否有合适的替代方案？以及禁用 ...,https://www.iffo.com/system/files/downloads/%E6%B0%B4%E4%BA%A7%E5%89%8D%E6%B2%BF2020%E5%B9%B46%E6%9C%88%E5%88%8A%E7%94%B5%E5%AD%90%E7%89%88%E6%9D%82%E5%BF%97.pdf,2025-04-14T10:46:13.391075
"Zhanjiang Hengxing Special Feed Industrial Co., Ltd.",湛江恒兴特种饲料有限公司,web_search,乙氧喹啉,"Feb 4, 2024 ... 四、扩大饲料添加剂吡咯并喹啉醌二钠的适用范围. 将吡咯并喹啉醌二钠适用 ... 有限公司、山东乾德生物有限公司、江. 西博莱大药厂有限公司、山东省 ...",http://www.moa.gov.cn/nybgb/2024/202402/202402/P020240228525280573633.pdf,2025-04-14T10:46:13.391077
"Zhanjiang Hengxing Special Feed Industrial Co., Ltd.",湛江恒兴特种饲料有限公司,web_search,乙氧基喹啉,... 乙二十丁厂七卜八人入儿匕几九刁了刀力乃又三干于亏工土士才下寸大丈与万上小口山巾千乞川亿个夕久么勺凡丸及广亡门丫义之尸己已巳弓子卫也女刃飞习叉马乡丰王开井天夫 ...,https://huggingface.co/openbmb/VisCPM-Chat/raw/main/vocab.txt,2025-04-14T10:46:13.391079
"Zhanjiang Hengxing Special Feed Industrial Co., Ltd.",湛江恒兴特种饲料有限公司,web_search,乙氧基喹啉,... 乙已卺1777 函1780 买灵翼疋跫1790 录柔尕1791 飘1792 翲1810 堥鍪玐1811 琻1812 玠玢珍瑜耹1813 玲聆蝥1814 致攻政玫1816 琀1818 璇1821 殓1822 殇殄矜1825 弹殚1828 ...,https://storage.googleapis.com/google-code-archive-downloads/v2/code.google.com/vimim/vimim.txt,2025-04-14T10:46:13.391081
"Zhanjiang Hengxing Special Feed Industrial Co., Ltd.",湛江恒兴特种饲料有限公司,web_search,乙氧基喹啉,... 氧上午风云输育儿改进煤炭ZHANG 订THE PSP 渝食物合法毒现金qq 人类时刻状财乙 ... Industrial Induﬆrial 洋its 竞赛年龄收集Cancer 喷潘效导购An 爱好连锁播报支部 ...,https://raw.githubusercontent.com/tesseract-ocr/langdata/master/chi_sim/chi_sim.wordlist,2025-04-14T10:46:13.391083
"Zhanjiang Hengxing Special Feed Industrial Co., Ltd.",湛江恒兴特种饲料有限公司,web_search,乙氧基喹啉,"无锡晶海氨基酸有限公司. 373, 357, 2007GH020026, 抗氧化剂——乙氧基喹啉, 宜兴市天石饲料有限公司. 374, 358, 2007GH020027, 年产2万吨玉米芯载体氯化胆碱（粉剂）, 徐州汉 ...",https://www.most.gov.cn/tztg/200801/P020080129622748050331.xls,2025-04-14T10:46:13.391086
"Zhanjiang Hengxing Special Feed Industrial Co., Ltd.",湛江恒兴特种饲料有限公司,web_search,乙氧基喹啉,2008GH030117 年产5000吨乙氧基化特种丙烯酸酯. 辽宁奥克化学股份有限公司. 155 ... 江阴兴澄特种钢铁有限公司. 381. 2008GH030311 高纯度三甲基溴硅烷. 扬州三友合成 ...,https://most.gov.cn/tztg/200811/P020081120369342340502.pdf,2025-04-14T10:46:13.391088
"Zhanjiang Hengxing Special Feed Industrial Co., Ltd.",湛江恒兴特种饲料有限公司,web_search,乙氧基喹啉,"赤峰市恒泰特种钢铸造有限责任公司. 155, 148, 2012GRA40007, 蒙药新药“三味檀香胶囊 ... γ-氯丙基三乙氧基硅烷, 淄博市临淄齐泉工贸有限公司. 760, 736, 2012GRC60065 ...",https://www.most.gov.cn/tztg/201208/W020120817574639530872.xls,2025-04-14T10:46:13.391090
"Zhanjiang Hengxing Special Feed Industrial Co., Ltd.",湛江恒兴特种饲料有限公司,web_search,乙氧基喹啉,... 有限公司. 2. 2007GH010002 基于识别、调度、仿真的应急管理系统. 北京东方正通科技 ... 饲料科技有限公司. 38. 2007GH020005. 北京望尔生物技术有限公司. 39.,http://www.ctp.gov.cn/hjjh/lxxmgg/201312/ec05867336ff49ea86e1b47d0b2083f2/files/4c577315e9e54bb6a06857dafa487a79.pdf,2025-04-14T10:46:13.391092
"Zhanjiang Hengxing Special Feed Industrial Co., Ltd.",湛江恒兴特种饲料有限公司,web_search,乙氧基喹啉,... 1630 100231000036. 伊犁金龙水泥有. 限责任公司. 水泥. 水泥68 万吨. 新疆维吾尔. 自治区伊犁哈. 萨克自治州. 察布查尔县. 察布查尔县. 2008. 2009. 2010. 新疆绿源泉环境.,https://www.mee.gov.cn/gkml/hbb/bgg/201012/W020110119505708823564.pdf,2025-04-14T10:46:13.391094
"Zhanjiang Hengxing Special Feed Industrial Co., Ltd.",湛江恒兴特种饲料有限公司,web_search,乙氧基喹啉,... 氧体. 材料标准化. 技术委员会. 中国电子科技集团公司. 第九研究所. 4. 20233942-T-333 ... 有限. 公司等. 5. 20233943-T-348. 水路旅客运输服务. 质量要求. 推荐. 修订. GB/ ...,http://www.cacm.org.cn/wp-content/uploads/2024/02/64%E5%8F%B7%E6%96%87%E4%BB%B6-%E5%9B%BD%E5%AE%B6%E6%A0%87%E5%87%86%E5%8C%96%E7%AE%A1%E7%90%86%E5%A7%94%E5%91%98%E4%BC%9A%E5%85%B3%E4%BA%8E%E4%B8%8B%E8%BE%BE2023%E5%B9%B4%E5%9B%BD%E5%AE%B6%E6%A0%87%E5%87%86%E5%A4%8D%E5%AE%A1%E4%BF%AE%E8%AE%A2%E8%AE%A1%E5%88%92%E7%9A%84%E9%80%9A%E7%9F%A5%EF%BC%88%E5%9B%BD%E6%A0%87%E5%A7%94%E5%8F%912023%E3%80%9064%E3%80%91%E5%8F%B7%EF%BC%89.pdf,2025-04-14T10:46:13.391096
"Zhanjiang Hengxing Special Feed Industrial Co., Ltd.",湛江恒兴特种饲料有限公司,web_search,乙氧基喹啉,"Mar 30, 2023 ... 394 巴林左旗源农生物科技有限公司年产3000吨甲硫基乙醛肟项目. 395 巴林 ... 678 内蒙古象丰饲料有限公司饲料加工建设项目. 679 四子王旗顺星矿业 ...",https://m.bjx.com.cn/mnews/20230330/1297877.shtml,2025-04-14T10:46:13.391098
"Zhanjiang Hengxing Special Feed Industrial Co., Ltd.",湛江恒兴特种饲料有限公司,web_search,乙氧基喹啉,湛江市恒润机械有限公司. 《水产前沿》. 浙江富地机械有限公司. 江苏正昌粮机 ... 如果乙氧基喹. 啉、BHT 等抗氧化剂不能使用，目前. 是否有合适的替代方案？以及禁用 ...,https://www.iffo.com/system/files/downloads/%E6%B0%B4%E4%BA%A7%E5%89%8D%E6%B2%BF2020%E5%B9%B46%E6%9C%88%E5%88%8A%E7%94%B5%E5%AD%90%E7%89%88%E6%9D%82%E5%BF%97.pdf,2025-04-14T10:46:13.391100
"Zhanjiang Hengxing Special Feed Industrial Co., Ltd.",湛江恒兴特种饲料有限公司,web_search,乙氧基喹啉,"比亚迪汽车工业有限公司(含比亚迪半导体股份有限公司), 半导体与集成电路, 新能源车用超低静态功耗的电源转换芯片设计及产业化, 晋级决赛, 人才政策，市场资源, 否, 是, 是.",http://dghrss.dg.gov.cn/attachment/0/297/297720/4295463.xlsx,2025-04-14T10:46:13.391103
"Zhanjiang Hengxing Special Feed Industrial Co., Ltd.",湛江恒兴特种饲料有限公司,web_search,乙氧基喹啉,"Feb 4, 2024 ... 卡巴氧和喹乙醇残. 留标示物. 牛、猪肝脏和肌肉中卡巴氧、喹乙醇及代谢物残留量. 的测定. （GB/T 20746-2006）. 喹噁啉-2-羧酸. 不得检出. ND. 3-甲基喹噁啉 ...",http://www.moa.gov.cn/nybgb/2024/202402/202402/P020240228525280573633.pdf,2025-04-14T10:46:13.391105
"Zhanjiang Hengxing Special Feed Industrial Co., Ltd.",湛江恒兴特种饲料有限公司,web_search,"1,2-二氢-6-乙氧基-2,2,4-三甲基喹",... 1 2 3 4 5 6 7 8 9 : ; < = > ? @ A B C D E F G H I J K L M N O P Q R S T U V ... 乙二十丁厂七卜八人入儿匕几九刁了刀力乃又三干于亏工土士才下寸大丈与万上 ...,https://huggingface.co/openbmb/VisCPM-Chat/raw/main/vocab.txt,2025-04-14T10:46:13.391108
"Zhanjiang Hengxing Special Feed Industrial Co., Ltd.",湛江恒兴特种饲料有限公司,web_search,"1,2-二氢-6-乙氧基-2,2,4-三甲基喹",... 二三五工正王亚丕巫亘歪互噩垩盂盃至豆1011 霏巯琉疏霪1012 璃1013 虿蚕1014 玟珓璋1016 露瑭1017 雪1018 霟1019 琼1020 丁亍丐严歹1021 元死兀霍霓霾1022 万而帀雨需 ...,https://storage.googleapis.com/google-code-archive-downloads/v2/code.google.com/vimim/vimim.txt,2025-04-14T10:46:13.391110
"Zhanjiang Hengxing Special Feed Industrial Co., Ltd.",湛江恒兴特种饲料有限公司,web_search,"1,2-二氢-6-乙氧基-2,2,4-三甲基喹",... 三于更论坛关于号之对二站北京= 下载研究评论个期条相关联系教育时间有限com 下万搜索性在线查看图收藏人民建设注册推荐部产品所有你看! 元发表资料请版视频经济大学 ...,https://raw.githubusercontent.com/tesseract-ocr/langdata/master/chi_sim/chi_sim.wordlist,2025-04-14T10:46:13.391112
"Zhanjiang Hengxing Special Feed Industrial Co., Ltd.",湛江恒兴特种饲料有限公司,web_search,"1,2-二氢-6-乙氧基-2,2,4-三甲基喹","1，1，1-三氟-2，3-环氧丙烷, 威海新元化工有限公司. 751, 727, 2012GRC60056, 中 ... 际华三五四二纺织有限公司. 839, 812, 2012GRD10029, 高、低温水高效换热器, 大冶斯瑞 ...",https://www.most.gov.cn/tztg/201208/W020120817574639530872.xls,2025-04-14T10:46:13.391114
"Zhanjiang Hengxing Special Feed Industrial Co., Ltd.",湛江恒兴特种饲料有限公司,web_search,"1,2-二氢-6-乙氧基-2,2,4-三甲基喹","2008GH021148 2,3-二甲基吡啶. 抚州三和医药化工有限公司. 1267. 2008GH021149 ... 2008GH061366 双-1，6-亚己基三胺五亚甲基膦酸. 河南清水源科技股份有限公司. 1510.",https://most.gov.cn/tztg/200811/P020081120369342340502.pdf,2025-04-14T10:46:13.391117
"Zhanjiang Hengxing Special Feed Industrial Co., Ltd.",湛江恒兴特种饲料有限公司,web_search,"1,2-二氢-6-乙氧基-2,2,4-三甲基喹","2,3,5-三甲基氢醌, 南通柏盛化工有限公司. 340, 281, 2014GH020259, 新支流三联灭 ... 有限责任公司（国营第四三二六厂）. 1510, 云南省科技厅. 1511, 产业化示范项目. 1512 ...",https://www.most.gov.cn/xxgk/xinxifenlei/fdzdgknr/qtwj/qtwj2014/201410/W020141024493218751476.xls,2025-04-14T10:46:13.391119
"Zhanjiang Hengxing Special Feed Industrial Co., Ltd.",湛江恒兴特种饲料有限公司,web_search,"1,2-二氢-6-乙氧基-2,2,4-三甲基喹",建设国家管网集团广东省天然气管网. “县县通工程”禾云-连州-连山、兴. 宁-和平-连平、河源-东源、梅州-蕉. 岭-平远、茂名-云安、粤电云河专线. 等项目. 2021-2024.,http://drc.gd.gov.cn/attachment/0/546/546348/4399058.pdf,2025-04-14T10:46:13.391121
"Zhanjiang Hengxing Special Feed Industrial Co., Ltd.",湛江恒兴特种饲料有限公司,web_search,"1,2-二氢-6-乙氧基-2,2,4-三甲基喹",Page 1. — 3 —. 附件：. 实施清洁生产审核并通过评估验收的重点企业名单（第2 批）. 总序号. 总编号. 企业名称. 所属行业. 主要产品及. 年产量. 所属地区. 地址. 名单公. 布 ...,https://www.mee.gov.cn/gkml/hbb/bgg/201012/W020110119505708823564.pdf,2025-04-14T10:46:13.391124
"Zhanjiang Hengxing Special Feed Industrial Co., Ltd.",湛江恒兴特种饲料有限公司,web_search,"1,2-二氢-6-乙氧基-2,2,4-三甲基喹","Feb 4, 2024 ... 3-甲基喹噁啉-2-羧酸. 50. 猪/肝 β-受体激动剂. 动物性食品中β-受体激动剂 ... （三）武汉武四东宝药业有限公司。全年兽药质量通报产品含量低于80 ...",http://www.moa.gov.cn/nybgb/2024/202402/202402/P020240228525280573633.pdf,2025-04-14T10:46:13.391125
"Zhanjiang Hengxing Special Feed Industrial Co., Ltd.",湛江恒兴特种饲料有限公司,web_search,"1,2-二氢-6-乙氧基-2,2,4-三甲基喹","Dec 3, 2021 ... ... 基. 金项目166 个）、省公益技术应用研究立项项目755 项（其中：. 工业领域项目138 个、农业领域项目118 个、社会发展领域项目. Page 2 ... 1．2022 年度浙江 ...",https://f6publishing.blob.core.windows.net/bc4c7809-ad98-44d9-80a7-3275c1e6df73/WJD-15-488-foundation-statement.pdf,2025-04-14T10:46:13.391127
"Zhanjiang Hengxing Special Feed Industrial Co., Ltd.",湛江恒兴特种饲料有限公司,web_search,"1,2-二氢-6-乙氧基-2,2,4-三甲基喹",Page 1. Page 2. — 2 —. 2023 年国家标准复审修订计划项目汇总表. 序号. 计划号. 国家 ... 氧体. 材料标准化. 技术委员会. 中国电子科技集团公司. 第九研究所. 4. 20233942-T ...,http://www.cacm.org.cn/wp-content/uploads/2024/02/64%E5%8F%B7%E6%96%87%E4%BB%B6-%E5%9B%BD%E5%AE%B6%E6%A0%87%E5%87%86%E5%8C%96%E7%AE%A1%E7%90%86%E5%A7%94%E5%91%98%E4%BC%9A%E5%85%B3%E4%BA%8E%E4%B8%8B%E8%BE%BE2023%E5%B9%B4%E5%9B%BD%E5%AE%B6%E6%A0%87%E5%87%86%E5%A4%8D%E5%AE%A1%E4%BF%AE%E8%AE%A2%E8%AE%A1%E5%88%92%E7%9A%84%E9%80%9A%E7%9F%A5%EF%BC%88%E5%9B%BD%E6%A0%87%E5%A7%94%E5%8F%912023%E3%80%9064%E3%80%91%E5%8F%B7%EF%BC%89.pdf,2025-04-14T10:46:13.391130
"Zhanjiang Hengxing Special Feed Industrial Co., Ltd.",湛江恒兴特种饲料有限公司,web_search,"1,2-二氢-6-乙氧基-2,2,4-三甲基喹","Oct 20, 2022 ... 为加强组织领导，农业农村部成立农产品“三品一标”领导小组（见附件1）负责总体统筹协调。农. 业农村部农产品质量安全监管司牵头组织实施，中国绿色食品发展 ...",http://www.moa.gov.cn/nybgb/2022/202210/202211/P020221115393503505411.pdf,2025-04-14T10:46:13.391132
"Zhanjiang Hengxing Special Feed Industrial Co., Ltd.",湛江恒兴特种饲料有限公司,web_search,"1,2-二氢-6-乙氧基-2,2,4-三甲基喹","1, 创新赛, 比亚迪汽车工业有限公司(含比亚迪半导体股份有限公司), 半导体与集成电路, 新能源车用超低静态功耗的电源转换芯片设计及产业化, 晋级决赛, 人才政策，市场资源 ...",http://dghrss.dg.gov.cn/attachment/0/297/297720/4295463.xlsx,2025-04-14T10:46:13.391134
"Zhanjiang Hengxing Special Feed Industrial Co., Ltd.",湛江恒兴特种饲料有限公司,web_search,山道喹,... Industrial Induﬆrial 洋its 竞赛年龄收集Cancer 喷潘效导购An 爱好连锁播报支部周刊公积金当事人模糊发育维权发票决赛清洁面议超声粮首都进程based 足满足勋章 ...,https://raw.githubusercontent.com/tesseract-ocr/langdata/master/chi_sim/chi_sim.wordlist,2025-04-14T10:46:13.391136
"Zhanjiang Hengxing Special Feed Industrial Co., Ltd.",湛江恒兴特种饲料有限公司,web_search,山道喹,... 有限公司. 广州市. 2. 国家超级计算深圳中心（深圳. 云计算中心）升级换代土建安. 装 ... 兴联络线项目高速公路29.618公里. 2020-2024. 475792. 322374. 30000 路面、交安 ...,http://drc.gd.gov.cn/attachment/0/546/546348/4399058.pdf,2025-04-14T10:46:13.391138
"Zhanjiang Hengxing Special Feed Industrial Co., Ltd.",湛江恒兴特种饲料有限公司,web_search,山道喹,"... 饲料的研发与生产。生产纯化饲料,高脂饲料,鼠粮,订制饲料,脂肪肝,肥胖 ... PolyLC美国聚合物有限公司专业化生产用于蛋白质，多肽和其他生物大分子分析的反相 ...",https://img62.chem17.com/1/20221024/638022387222688966470.xlsx,2025-04-14T10:46:13.391140
"Zhanjiang Hengxing Special Feed Industrial Co., Ltd.",湛江恒兴特种饲料有限公司,web_search,山道喹,... 兴黄雀amj 萴amje 英明amjf 英里amjg 世风日下amjj 荝萴amjt 欧几里得黄蜂amk 苘amkf 苘萵amkg 恐吓amkj 英哩amkk 贡品amkp 薖amld 巩固amlg 英国amlp 黄连amm 蘡ammd ...,https://github.com/zilongshanren/chinese-wbim/blob/master/wb.txt,2025-04-14T10:46:13.391142
"Zhanjiang Hengxing Special Feed Industrial Co., Ltd.",湛江恒兴特种饲料有限公司,web_search,山道喹,"Jul 1, 2019 ... 明末崇祯一朝，可谓是多灾多难，整个北方战乱频繁，是疫病的天然温床。早在1633年，山西很多地方就已经出现零星的鼠疫，之后的两年内，山西兴县“天行瘟疫，朝发 ...",https://lgqm.huijiwiki.com/wiki/%E6%8A%89%E6%8B%A9,2025-04-14T10:46:13.391144
"Zhanjiang Hengxing Special Feed Industrial Co., Ltd.",湛江恒兴特种饲料有限公司,web_search,山道喹,... 兴+兵+其+具+典+兹+养+兼+兽+冀+内+円+冇+冈+冉+册+再+冏+冒+冕+冗+写+军+农+冠+ ... 喹+喺+喻+喽+嗅+嗑+嗒+嗓+嗔+嗖+嗜+嗝+嗟+嗡+嗣+嗤+嗦+嗨+嗪+嗬+嗯+嗲+嗳+嗷 ...,https://huggingface.co/X1A/UniPoll/commit/d08239ed32a0e0aebc74e523cbe3ffc274ad8bf5.diff?file=UniPoll-t5%2Fvocab.txt,2025-04-14T10:46:13.391146
"Zhanjiang Hengxing Special Feed Industrial Co., Ltd.",湛江恒兴特种饲料有限公司,web_search,山道喹,"... 公司管理区省“ ” 了大服务本有人《 多》 不工作】 < 到"" 上网站【 技术新Journal ... 有限com 下万搜索性在线查看图收藏人民建设注册推荐部产品所有你看! 元发表 ...",https://raw.githubusercontent.com/tesseract-ocr/langdata/master/chi_sim/chi_sim.wordlist,2025-04-14T10:46:13.391149
